"geneA","geneB","iRef","GEO","GO","pathW"
"14803","854","875","0.7099","0.8389","0.7862","0.8637"
"14804","854","877","0.8658","0.9005","0.7471","0.9377"
"14805","854","878","0.9309","0.9743","0.9198","0.9459"
"14806","854","879","0.8969","0.6644","0.5009","0.7608"
"14807","854","884","0.9803","0.9379","0.9178","0.9422"
"14808","854","887","0.4777","0.8569","0.4674","0.3046"
"14809","854","896","0.7404","0.6630","0.8821","0.6799"
"14810","854","908","0.8698","0.8645","0.7565","0.9010"
"14811","854","926","0.8605","0.8698","0.7027","0.7715"
"14812","854","1213","0.8841","0.8409","0.7337","0.7844"
"14813","854","1380","0.8086","0.8535","0.9120","0.8231"
"14814","854","1486","0.8821","0.8994","0.8729","0.9199"
"14815","854","1673","0.9324","0.8194","0.8858","0.8755"
"14816","854","1722","0.9260","0.8444","0.8630","0.5824"
"14817","854","1785","0.9676","0.7092","0.9020","0.8056"
"14818","854","1806","0.6889","0.7474","0.9624","0.9259"
"14819","854","1912","0.5045","0.2846","0.6813","0.6884"
"14820","854","1936","0.8995","0.8622","0.6560","0.7550"
"14821","854","1995","0.9434","0.8578","0.9433","0.9072"
"14822","855","866","0.9514","0.8558","0.9483","0.9723"
"14823","855","867","0.6312","0.8033","0.6964","0.8914"
"14824","855","874","0.8652","0.7983","0.7897","0.7640"
"14825","855","875","0.8662","0.6604","0.8145","0.7782"
"14826","855","876","0.8332","0.9061","0.5851","0.5343"
"14827","855","878","0.9621","0.8759","0.8494","0.9372"
"14828","855","892","0.9675","0.9380","0.8753","0.9201"
"14829","855","899","0.5494","0.2252","0.7366","0.7820"
"14830","855","908","0.7110","0.5297","0.5631","0.7439"
"14831","855","911","0.6919","0.6567","0.8546","0.8434"
"14832","855","912","0.8649","0.8439","0.8489","0.8740"
"14833","855","1059","0.9592","0.9098","0.8212","0.6768"
"14834","855","1123","0.7353","0.9359","0.7009","0.8090"
"14835","855","1127","0.9709","0.9648","0.9585","0.9149"
"14836","855","1147","0.8412","0.6180","0.6858","0.8169"
"14837","855","1153","0.8790","0.9184","0.8961","0.8179"
"14838","855","1274","0.8829","0.5869","0.5572","0.8519"
"14839","855","1294","0.9813","0.7827","0.9518","0.7614"
"14840","855","1319","0.8365","0.6279","0.5889","0.7142"
"14841","855","1981","0.6942","0.7293","0.7679","0.6357"
"14842","856","863","0.8532","0.7575","0.8887","0.8623"
"14843","856","870","0.1611","0.4625","0.1350","0.1246"
"14844","856","873","0.9583","0.8587","0.7469","0.7610"
"14845","856","875","0.6531","0.4868","0.6341","0.7046"
"14846","856","877","0.5693","0.7551","0.8154","0.7187"
"14847","856","880","0.9287","0.8560","0.8746","0.9790"
"14848","856","887","0.4166","0.3040","0.6603","0.3778"
"14849","856","891","0.6936","0.7661","0.5660","0.5693"
"14850","856","896","0.2910","0.8010","0.7785","0.5092"
"14851","856","901","0.7669","0.7347","0.5096","0.7358"
"14852","856","902","0.8355","0.8421","0.8516","0.8823"
"14853","856","907","0.8279","0.9310","0.9541","0.5870"
"14854","856","951","0.9293","0.5968","0.8437","0.4539"
"14855","856","1105","0.7960","0.8143","0.9058","0.6345"
"14856","856","1196","0.9560","0.9701","0.9733","0.6903"
"14857","856","1404","0.7160","0.9492","0.8646","0.9328"
"14858","856","1447","0.7771","0.8605","0.8436","0.8737"
"14859","856","1606","0.9680","0.9203","0.8110","0.8380"
"14860","856","1676","0.9118","0.8853","0.9788","0.9557"
"14861","856","1752","0.6379","0.7744","0.8975","0.8464"
"14862","857","869","0.7635","0.6156","0.9576","0.9016"
"14863","857","881","0.7242","0.5194","0.5763","0.2116"
"14864","857","883","0.9124","0.9487","0.9362","0.8384"
"14865","857","885","0.5859","0.7391","0.4479","0.8149"
"14866","857","897","0.7608","0.9498","0.9600","0.9510"
"14867","857","902","0.8797","0.8417","0.9361","0.7704"
"14868","857","903","0.4398","0.4109","0.5497","0.4330"
"14869","857","908","0.9600","0.8571","0.9212","0.9592"
"14870","857","991","0.7836","0.8668","0.8762","0.8134"
"14871","857","1037","0.7712","0.7621","0.7786","0.9171"
"14872","857","1144","0.5450","0.7058","0.4718","0.8791"
"14873","857","1395","0.3809","0.5500","0.2347","0.3198"
"14874","857","1626","0.9258","0.3793","0.3602","0.6744"
"14875","857","1636","0.5786","0.6025","0.3037","0.5565"
"14876","857","1710","0.8537","0.8232","0.8569","0.8722"
"14877","857","1725","0.9372","0.8963","0.9390","0.9066"
"14878","857","1737","0.7503","0.8754","0.8844","0.4736"
"14879","857","1891","0.4942","0.8100","0.9208","0.8027"
"14880","857","1933","0.5918","0.8638","0.9264","0.8175"
"14881","858","871","0.6292","0.2020","0.7823","0.5578"
"14882","858","872","0.9316","0.8600","0.8252","0.9074"
"14883","858","881","0.9857","0.9833","0.9081","0.8834"
"14884","858","894","0.4889","0.7201","0.3666","0.4305"
"14885","858","899","0.8497","0.5351","0.8584","0.6903"
"14886","858","908","0.5345","0.1102","0.8187","0.3175"
"14887","858","909","0.4310","0.5710","0.3437","0.7406"
"14888","858","936","0.9880","0.9540","0.8598","0.8455"
"14889","858","1032","0.9902","0.9692","0.8823","0.7608"
"14890","858","1472","0.7548","0.7265","0.9143","0.8762"
"14891","858","1573","0.8780","0.6779","0.7761","0.5918"
"14892","858","1613","0.5530","0.5892","0.8317","0.4474"
"14893","858","1681","0.6776","0.9279","0.8291","0.9166"
"14894","858","1713","0.9483","0.9414","0.9253","0.9689"
"14895","858","1768","0.8338","0.8437","0.7022","0.8283"
"14896","859","861","0.7015","0.9613","0.8056","0.8497"
"14897","859","866","0.9347","0.9176","0.9029","0.8896"
"14898","859","877","0.9192","0.9680","0.9566","0.7588"
"14899","859","878","0.8432","0.8809","0.7484","0.9326"
"14900","859","881","0.9494","0.9357","0.8516","0.8682"
"14901","859","893","0.2538","0.8881","0.1949","0.8034"
"14902","859","905","0.8315","0.8085","0.7275","0.7728"
"14903","859","937","0.5944","0.4924","0.2531","0.3608"
"14904","859","961","0.8482","0.9429","0.8805","0.9313"
"14905","859","1092","0.3646","0.3047","0.5332","0.3377"
"14906","859","1163","0.9712","0.9407","0.8396","0.8028"
"14907","859","1335","0.7809","0.8000","0.8184","0.8416"
"14908","859","1381","0.6226","0.7134","0.7766","0.7770"
"14909","859","1410","0.9654","0.8538","0.7539","0.7763"
"14910","859","1483","0.8532","0.9286","0.8371","0.9836"
"14911","859","1883","0.8460","0.9305","0.8774","0.5935"
"14912","859","1948","0.9137","0.8850","0.9080","0.8977"
"14913","860","868","0.9552","0.9522","0.9279","0.8805"
"14914","860","874","0.9046","0.8808","0.7958","0.8827"
"14915","860","882","0.5279","0.6911","0.7798","0.5915"
"14916","860","883","0.7164","0.7355","0.9379","0.9251"
"14917","860","884","0.7395","0.5719","0.7446","0.8679"
"14918","860","888","0.9749","0.8386","0.9189","0.9403"
"14919","860","900","0.3527","0.6131","0.4115","0.2641"
"14920","860","909","0.8644","0.8202","0.5889","0.9253"
"14921","860","947","0.1669","0.2646","0.8428","0.2397"
"14922","860","979","0.9002","0.8635","0.8469","0.8809"
"14923","860","1017","0.7575","0.6225","0.7934","0.9468"
"14924","860","1049","0.7897","0.8008","0.9358","0.8350"
"14925","860","1064","0.7679","0.9837","0.8970","0.8459"
"14926","860","1689","0.6415","0.8087","0.9262","0.3959"
"14927","860","1784","0.4358","0.8594","0.7005","0.6435"
"14928","860","1790","0.8256","0.4989","0.3723","0.3344"
"14929","860","1848","0.1675","0.4573","0.6474","0.4860"
"14930","861","862","0.9163","0.8957","0.4454","0.8494"
"14931","861","865","0.4950","0.7163","0.7631","0.9033"
"14932","861","868","0.7846","0.7352","0.7489","0.8091"
"14933","861","869","0.7998","0.7605","0.5718","0.6381"
"14934","861","870","0.5366","0.8161","0.5483","0.9267"
"14935","861","871","0.6520","0.8601","0.8472","0.8338"
"14936","861","873","0.6211","0.5154","0.6537","0.3556"
"14937","861","874","0.9846","0.8887","0.9315","0.9078"
"14938","861","875","0.9128","0.8950","0.8484","0.5635"
"14939","861","881","0.7280","0.9352","0.9045","0.7991"
"14940","861","892","0.7450","0.1505","0.4029","0.4759"
"14941","861","900","0.8091","0.7389","0.8112","0.6067"
"14942","861","903","0.6585","0.1792","0.6379","0.9097"
"14943","861","904","0.9096","0.8448","0.6584","0.7611"
"14944","861","908","0.4033","0.9107","0.7229","0.7417"
"14945","861","912","0.7407","0.8994","0.9077","0.8849"
"14946","861","1396","0.8542","0.7126","0.7486","0.9196"
"14947","861","1681","0.1740","0.3049","0.5253","0.2354"
"14948","861","1718","0.7731","0.7829","0.5501","0.7496"
"14949","861","1735","0.9904","0.9413","0.9689","0.9847"
"14950","861","1742","0.8861","0.7605","0.8762","0.8367"
"14951","861","1801","0.8030","0.9388","0.8769","0.8581"
"14952","861","1904","0.8095","0.8746","0.7930","0.7067"
"14953","862","864","0.3743","0.5108","0.3666","0.2937"
"14954","862","867","0.8990","0.9439","0.6233","0.7901"
"14955","862","870","0.4460","0.6599","0.2588","0.2752"
"14956","862","873","0.9145","0.5732","0.8167","0.7804"
"14957","862","874","0.6906","0.9502","0.9037","0.8936"
"14958","862","878","0.8599","0.9380","0.9270","0.8317"
"14959","862","884","0.5752","0.8902","0.7027","0.5367"
"14960","862","886","0.8563","0.7259","0.7276","0.5356"
"14961","862","889","0.8934","0.9550","0.9383","0.8305"
"14962","862","893","0.8525","0.8501","0.5950","0.8893"
"14963","862","898","0.6734","0.9347","0.9307","0.7652"
"14964","862","903","0.9618","0.9235","0.9801","0.9102"
"14965","862","963","0.7078","0.8286","0.9239","0.6880"
"14966","862","1000","0.7476","0.4529","0.7040","0.6742"
"14967","862","1377","0.8936","0.9153","0.7754","0.5817"
"14968","862","1548","0.6498","0.8603","0.3663","0.7275"
"14969","862","1586","0.3314","0.8324","0.6523","0.5961"
"14970","862","1686","0.6196","0.4959","0.2070","0.4110"
"14971","862","1870","0.3864","0.3982","0.5488","0.6102"
"14972","862","1916","0.9808","0.9950","0.9814","0.8798"
"14973","863","864","0.9654","0.9117","0.9519","0.9603"
"14974","863","871","0.9155","0.9543","0.9864","0.9605"
"14975","863","878","0.8681","0.7176","0.9296","0.8738"
"14976","863","879","0.8288","0.9143","0.8045","0.7779"
"14977","863","881","0.6093","0.8038","0.5142","0.6617"
"14978","863","887","0.5158","0.7674","0.5391","0.5244"
"14979","863","889","0.9631","0.9674","0.9854","0.8273"
"14980","863","897","0.6650","0.7032","0.8810","0.7687"
"14981","863","899","0.6925","0.9244","0.8951","0.9399"
"14982","863","902","0.8992","0.7450","0.6686","0.8218"
"14983","863","906","0.8396","0.3370","0.8735","0.8733"
"14984","863","910","0.4608","0.3710","0.6761","0.3213"
"14985","863","1106","0.8658","0.6289","0.8312","0.6851"
"14986","863","1154","0.5979","0.8911","0.9352","0.5843"
"14987","863","1239","0.4574","0.7167","0.7025","0.7886"
"14988","863","1266","0.9352","0.9340","0.9150","0.9369"
"14989","863","1546","0.8113","0.8426","0.3189","0.5333"
"14990","863","1842","0.4819","0.4052","0.4177","0.4347"
"14991","864","868","0.8451","0.7920","0.7874","0.7779"
"14992","864","874","0.8930","0.7793","0.7173","0.5905"
"14993","864","880","0.9052","0.7014","0.8952","0.7836"
"14994","864","890","0.8000","0.8443","0.8876","0.8861"
"14995","864","893","0.8676","0.7660","0.6519","0.7091"
"14996","864","898","0.5425","0.3866","0.5829","0.3223"
"14997","864","904","0.7963","0.8497","0.8896","0.8555"
"14998","864","984","0.9093","0.8578","0.4325","0.6683"
"14999","864","1103","0.8332","0.9290","0.9391","0.9752"
"15000","864","1325","0.9571","0.8561","0.8700","0.8866"
"15001","864","1426","0.5760","0.9001","0.7666","0.8031"
"15002","864","1460","0.5917","0.7243","0.4366","0.6371"
"15003","864","1648","0.6414","0.7041","0.6283","0.6488"
"15004","864","1700","0.8561","0.9758","0.9224","0.9095"
"15005","864","1866","0.8193","0.6018","0.8410","0.9062"
"15006","865","875","0.9632","0.7783","0.9664","0.9030"
"15007","865","884","0.4925","0.7816","0.9340","0.6482"
"15008","865","898","0.6122","0.8620","0.8888","0.8737"
"15009","865","903","0.8094","0.7823","0.4128","0.9512"
"15010","865","988","0.5222","0.7531","0.6455","0.6800"
"15011","865","1227","0.9619","0.9872","0.9675","0.9885"
"15012","865","1295","0.8153","0.9322","0.7934","0.6451"
"15013","865","1354","0.9466","0.8221","0.6641","0.9782"
"15014","865","1447","0.7314","0.7364","0.9025","0.7355"
"15015","865","1538","0.7335","0.4970","0.8193","0.8422"
"15016","865","1593","0.9514","0.9870","0.8677","0.9750"
"15017","865","1703","0.7471","0.9230","0.8156","0.7407"
"15018","865","1845","0.8831","0.9739","0.8378","0.7678"
"15019","865","1901","0.9608","0.8839","0.9470","0.9166"
"15020","866","872","0.9617","0.9903","0.8510","0.9457"
"15021","866","873","0.9012","0.9275","0.8678","0.8347"
"15022","866","877","0.3138","0.3811","0.1379","0.5444"
"15023","866","878","0.9221","0.9417","0.8948","0.9867"
"15024","866","889","0.9116","0.8310","0.8920","0.8715"
"15025","866","901","0.9084","0.9722","0.9257","0.9689"
"15026","866","905","0.5703","0.7835","0.6710","0.1935"
"15027","866","909","0.9146","0.5590","0.4581","0.8850"
"15028","866","910","0.9640","0.7273","0.9532","0.8839"
"15029","866","911","0.9334","0.5122","0.9263","0.7870"
"15030","866","912","0.8921","0.8780","0.9601","0.7783"
"15031","866","1030","0.7344","0.6016","0.6949","0.7252"
"15032","866","1206","0.7962","0.5672","0.4438","0.6101"
"15033","866","1336","0.7489","0.8260","0.8992","0.8943"
"15034","866","1486","0.8535","0.8248","0.7295","0.8814"
"15035","866","1617","0.5709","0.9655","0.9573","0.9323"
"15036","866","1847","0.5292","0.7682","0.7177","0.7442"
"15037","866","1851","0.9037","0.7755","0.8839","0.8445"
"15038","867","872","0.9635","0.9389","0.9511","0.9175"
"15039","867","889","0.8633","0.5259","0.6722","0.7191"
"15040","867","890","0.9164","0.4685","0.8707","0.9617"
"15041","867","894","0.8646","0.8191","0.9832","0.9516"
"15042","867","906","0.6727","0.2179","0.6739","0.8891"
"15043","867","999","0.8120","0.9656","0.6994","0.9285"
"15044","867","1295","0.5539","0.8575","0.9309","0.9668"
"15045","867","1305","0.5577","0.4344","0.7927","0.1934"
"15046","867","1396","0.8832","0.7946","0.9342","0.9209"
"15047","867","1532","0.5685","0.4300","0.6448","0.9082"
"15048","867","1815","0.9530","0.9742","0.9214","0.7072"
"15049","867","1840","0.5161","0.6583","0.3865","0.6849"
"15050","867","1992","0.9296","0.9553","0.9294","0.8446"
"15051","868","873","0.8095","0.7092","0.4532","0.5741"
"15052","868","874","0.9024","0.8272","0.7779","0.9021"
"15053","868","885","0.7561","0.5121","0.5748","0.3419"
"15054","868","886","0.9583","0.9737","0.9778","0.7998"
"15055","868","887","0.8874","0.8824","0.8345","0.8688"
"15056","868","897","0.1839","0.1212","0.5511","0.7208"
"15057","868","898","0.8402","0.7910","0.5087","0.7629"
"15058","868","900","0.9784","0.9787","0.9902","0.9745"
"15059","868","902","0.8391","0.7066","0.6926","0.5494"
"15060","868","939","0.7361","0.4720","0.4018","0.6623"
"15061","868","985","0.6686","0.9003","0.9352","0.5146"
"15062","868","1076","0.7505","0.6824","0.2288","0.6526"
"15063","868","1142","0.8681","0.7138","0.7171","0.7707"
"15064","868","1240","0.8662","0.8808","0.8576","0.7939"
"15065","868","1418","0.5264","0.4401","0.7195","0.4070"
"15066","868","1473","0.9568","0.8855","0.8336","0.9679"
"15067","868","1563","0.6860","0.9378","0.5220","0.7897"
"15068","868","1635","0.9453","0.9775","0.8259","0.9483"
"15069","868","1769","0.7691","0.8885","0.9260","0.9420"
"15070","868","1866","0.6913","0.6932","0.6172","0.5045"
"15071","868","1872","0.8264","0.7221","0.4221","0.7383"
"15072","868","1898","0.6207","0.7580","0.7554","0.4729"
"15073","868","1975","0.9549","0.6371","0.9599","0.9100"
"15074","869","873","0.7052","0.7295","0.6605","0.8632"
"15075","869","881","0.8031","0.7487","0.8821","0.8577"
"15076","869","883","0.5810","0.6763","0.6515","0.6079"
"15077","869","894","0.8919","0.3955","0.5273","0.7120"
"15078","869","900","0.5870","0.6873","0.9396","0.6468"
"15079","869","912","0.9257","0.7074","0.8687","0.7990"
"15080","869","967","0.4240","0.5723","0.3950","0.7144"
"15081","869","1001","0.9541","0.9291","0.9886","0.9119"
"15082","869","1138","0.6841","0.6633","0.6486","0.6597"
"15083","869","1179","0.5360","0.7211","0.8768","0.8417"
"15084","869","1180","0.9126","0.8916","0.8088","0.8075"
"15085","869","1236","0.7355","0.9114","0.9148","0.8851"
"15086","869","1614","0.7327","0.7397","0.7260","0.7959"
"15087","869","1630","0.8017","0.3888","0.9120","0.5669"
"15088","869","1722","0.5279","0.3830","0.8436","0.5543"
"15089","869","1788","0.8403","0.7166","0.7438","0.6199"
"15090","870","872","0.8765","0.8619","0.8164","0.8948"
"15091","870","886","0.8624","0.8206","0.7311","0.9347"
"15092","870","887","0.8588","0.7991","0.7111","0.8659"
"15093","870","893","0.7531","0.8022","0.4726","0.7291"
"15094","870","898","0.6742","0.3740","0.7377","0.8022"
"15095","870","909","0.8272","0.9250","0.8841","0.8340"
"15096","870","929","0.9471","0.9696","0.9809","0.9290"
"15097","870","963","0.8771","0.7570","0.9018","0.7548"
"15098","870","972","0.8431","0.9070","0.8970","0.8282"
"15099","870","1314","0.4081","0.2932","0.6069","0.4324"
"15100","870","1344","0.8631","0.9283","0.6136","0.9116"
"15101","870","1443","0.9195","0.8652","0.9637","0.9310"
"15102","870","1444","0.9193","0.8850","0.9317","0.9048"
"15103","870","1489","0.9539","0.9271","0.7637","0.7846"
"15104","870","1774","0.8830","0.8206","0.7966","0.4676"
"15105","870","1862","0.9274","0.9685","0.7956","0.9311"
"15106","870","1873","0.7228","0.8204","0.7968","0.8383"
"15107","870","1933","0.8541","0.6899","0.8705","0.8772"
"15108","871","879","0.3369","0.4325","0.7498","0.6314"
"15109","871","885","0.5520","0.8296","0.8162","0.8149"
"15110","871","902","0.9874","0.9239","0.9278","0.6882"
"15111","871","903","0.9086","0.5517","0.9351","0.8633"
"15112","871","987","0.8545","0.8469","0.9325","0.8122"
"15113","871","1276","0.4790","0.7359","0.7809","0.6085"
"15114","871","1383","0.5596","0.5160","0.4350","0.7698"
"15115","871","1404","0.6983","0.9575","0.9837","0.8280"
"15116","871","1464","0.6191","0.6830","0.5211","0.8203"
"15117","871","1667","0.5453","0.4317","0.4851","0.6298"
"15118","871","1702","0.8650","0.8488","0.9409","0.7124"
"15119","871","1744","0.8369","0.8740","0.9468","0.7992"
"15120","871","1841","0.9762","0.9389","0.9252","0.9215"
"15121","871","1849","0.8684","0.9212","0.9499","0.9891"
"15122","871","1967","0.6338","0.7292","0.7279","0.8655"
"15123","872","874","0.8272","0.9130","0.9414","0.8168"
"15124","872","877","0.6505","0.7061","0.6378","0.7292"
"15125","872","885","0.8592","0.7987","0.8048","0.9520"
"15126","872","889","0.9582","0.8536","0.8857","0.8560"
"15127","872","890","0.6147","0.7696","0.9054","0.7985"
"15128","872","891","0.9044","0.8279","0.6604","0.6688"
"15129","872","898","0.8465","0.8062","0.7623","0.6083"
"15130","872","906","0.4554","0.8653","0.6571","0.9507"
"15131","872","908","0.3091","0.6275","0.2979","0.4175"
"15132","872","949","0.6703","0.9330","0.7546","0.9436"
"15133","872","1239","0.9104","0.8155","0.9513","0.9030"
"15134","872","1497","0.7438","0.8169","0.8968","0.9348"
"15135","872","1552","0.6589","0.4917","0.5821","0.8513"
"15136","872","1568","0.3407","0.6767","0.8747","0.8313"
"15137","872","1601","0.8981","0.6213","0.4691","0.4049"
"15138","872","1616","0.6660","0.4672","0.5105","0.8995"
"15139","872","1652","0.9078","0.9328","0.9753","0.9742"
"15140","872","1701","0.7214","0.9559","0.7331","0.8179"
"15141","872","1712","0.7639","0.5433","0.4629","0.3974"
"15142","872","1763","0.7870","0.4923","0.7252","0.8125"
"15143","872","1796","0.7426","0.7653","0.9286","0.8996"
"15144","872","1999","0.6610","0.6986","0.8733","0.9479"
"15145","873","875","0.9739","0.9713","0.7951","0.8202"
"15146","873","877","0.7800","0.7195","0.7082","0.2590"
"15147","873","879","0.8588","0.7692","0.9223","0.9018"
"15148","873","884","0.5844","0.7640","0.6224","0.8648"
"15149","873","888","0.6284","0.8973","0.6274","0.8019"
"15150","873","898","0.9622","0.9714","0.9841","0.9656"
"15151","873","899","0.8700","0.6586","0.7950","0.9657"
"15152","873","906","0.5015","0.5709","0.7754","0.7038"
"15153","873","912","0.5531","0.5176","0.3020","0.5649"
"15154","873","925","0.9168","0.9254","0.9662","0.9617"
"15155","873","1009","0.9723","0.8830","0.8998","0.8862"
"15156","873","1057","0.5375","0.8352","0.6251","0.5819"
"15157","873","1083","0.8390","0.9059","0.8894","0.8891"
"15158","873","1254","0.6174","0.9429","0.7637","0.9474"
"15159","873","1666","0.5419","0.2737","0.6386","0.3703"
"15160","873","1670","0.6574","0.8631","0.9023","0.8848"
"15161","873","1682","0.9572","0.8953","0.7613","0.8099"
"15162","873","1772","0.3971","0.3722","0.5125","0.0000"
"15163","873","1797","0.6261","0.7019","0.7679","0.3869"
"15164","873","1832","0.6930","0.8483","0.6553","0.8945"
"15165","873","1888","0.1536","0.1897","0.4478","0.3250"
"15166","873","1914","0.5377","0.5795","0.3846","0.4117"
"15167","873","1984","0.6226","0.8218","0.8704","0.8554"
"15168","874","889","0.9120","0.9721","0.9907","0.9733"
"15169","874","890","0.8428","0.6310","0.8856","0.7889"
"15170","874","896","0.5688","0.8634","0.8288","0.9606"
"15171","874","897","0.6677","0.5472","0.1507","0.6482"
"15172","874","1077","0.9180","0.9319","0.9387","0.8540"
"15173","874","1186","0.9212","0.8899","0.7941","0.7172"
"15174","874","1340","0.8759","0.8837","0.3925","0.6919"
"15175","874","1512","0.8058","0.7180","0.6776","0.8518"
"15176","874","1520","0.2057","0.6106","0.4366","0.7169"
"15177","874","1703","0.6312","0.7551","0.7764","0.7558"
"15178","874","1802","0.7520","0.8474","0.8291","0.8497"
"15179","874","1828","0.9448","0.9129","0.9533","0.9611"
"15180","874","1842","0.9378","0.9137","0.7128","0.9420"
"15181","874","1963","0.9332","0.8260","0.6651","0.8965"
"15182","875","879","0.8625","0.9509","0.9753","0.8949"
"15183","875","883","0.2260","0.6916","0.8052","0.8231"
"15184","875","910","0.8203","0.6402","0.7818","0.9411"
"15185","875","951","0.6736","0.8674","0.8895","0.9245"
"15186","875","992","0.8378","0.7282","0.8303","0.7316"
"15187","875","1036","0.8656","0.9617","0.9327","0.9532"
"15188","875","1223","0.7154","0.7687","0.5943","0.9171"
"15189","875","1272","0.8851","0.8395","0.8306","0.8919"
"15190","875","1317","0.6872","0.4950","0.7864","0.8344"
"15191","875","1321","0.8684","0.8503","0.8495","0.7261"
"15192","875","1337","0.5601","0.4227","0.5547","0.7049"
"15193","875","1586","0.6263","0.4376","0.2875","0.7291"
"15194","875","1599","0.7629","0.8446","0.5895","0.7757"
"15195","876","894","0.7962","0.7447","0.6393","0.5869"
"15196","876","895","0.8961","0.9238","0.9374","0.8337"
"15197","876","903","0.9110","0.8376","0.9226","0.9671"
"15198","876","907","0.9377","0.9376","0.7969","0.9223"
"15199","876","926","0.8820","0.8696","0.9023","0.9127"
"15200","876","946","0.8853","0.9691","0.9059","0.9593"
"15201","876","1231","0.9445","0.7644","0.8742","0.8699"
"15202","876","1432","0.6369","0.8482","0.8095","0.9256"
"15203","876","1449","0.6658","0.8107","0.8033","0.5667"
"15204","876","1476","0.9473","0.4960","0.6161","0.8585"
"15205","876","1491","0.8453","0.8946","0.7461","0.6700"
"15206","876","1700","0.6246","0.4517","0.5471","0.6330"
"15207","876","1890","0.6599","0.6440","0.6137","0.8347"
"15208","876","1894","0.9246","0.8521","0.8653","0.9075"
"15209","877","879","0.6529","0.9557","0.7920","0.8985"
"15210","877","882","0.8267","0.9039","0.8965","0.9024"
"15211","877","887","0.7129","0.9212","0.9125","0.8478"
"15212","877","901","0.6130","0.8448","0.5666","0.6135"
"15213","877","903","0.6575","0.8793","0.8534","0.8592"
"15214","877","912","0.7223","0.4385","0.8373","0.3074"
"15215","877","974","0.8828","0.7760","0.7631","0.6997"
"15216","877","1161","0.9898","0.9276","0.9474","0.8110"
"15217","877","1187","0.9579","0.9251","0.8790","0.8960"
"15218","877","1217","0.6835","0.7872","0.4414","0.7496"
"15219","877","1429","0.8922","0.9517","0.7916","0.5875"
"15220","877","1689","0.7328","0.6626","0.7037","0.6336"
"15221","878","884","0.6835","0.6136","0.8084","0.5990"
"15222","878","887","0.8470","0.4239","0.6363","0.5142"
"15223","878","888","0.7787","0.8832","0.7755","0.6959"
"15224","878","891","0.7046","0.8679","0.8781","0.8219"
"15225","878","897","0.8483","0.8534","0.7928","0.6992"
"15226","878","899","0.6492","0.9550","0.6885","0.9063"
"15227","878","900","0.8326","0.8835","0.8630","0.7474"
"15228","878","903","0.9286","0.8836","0.9023","0.9291"
"15229","878","1271","0.7487","0.7027","0.8692","0.6493"
"15230","878","1275","0.5143","0.4022","0.4572","0.8465"
"15231","878","1646","0.8705","0.9593","0.9020","0.8789"
"15232","878","1884","0.8815","0.7274","0.9208","0.6312"
"15233","878","1950","0.8729","0.7797","0.7281","0.8137"
"15234","878","1998","0.6677","0.5979","0.6497","0.7107"
"15235","879","887","0.9497","0.9724","0.9231","0.7902"
"15236","879","888","0.2815","0.3139","0.5831","0.4442"
"15237","879","892","0.9092","0.9431","0.8935","0.9204"
"15238","879","894","0.9441","0.9300","0.8700","0.8269"
"15239","879","897","0.6797","0.6312","0.4834","0.2541"
"15240","879","899","0.9256","0.9227","0.7981","0.6919"
"15241","879","900","0.8310","0.7937","0.8397","0.7216"
"15242","879","904","0.7823","0.7083","0.7245","0.7410"
"15243","879","905","0.8699","0.9440","0.9125","0.9021"
"15244","879","911","0.9744","0.9411","0.9357","0.8688"
"15245","879","912","0.7867","0.4006","0.7528","0.4757"
"15246","879","1191","0.7525","0.6341","0.8870","0.9429"
"15247","879","1299","0.8419","0.7189","0.6283","0.9211"
"15248","879","1304","0.4620","0.5824","0.5602","0.7831"
"15249","879","1356","0.9464","0.9653","0.9160","0.9307"
"15250","879","1455","0.3277","0.4908","0.6250","0.7187"
"15251","879","1463","0.9199","0.9653","0.7761","0.8514"
"15252","879","1556","0.5912","0.3494","0.7431","0.5322"
"15253","879","1644","0.7493","0.9402","0.9118","0.8144"
"15254","879","1677","0.9438","0.6818","0.7725","0.7037"
"15255","879","1680","0.9116","0.6788","0.8812","0.5457"
"15256","879","1874","0.4914","0.3344","0.4338","0.4073"
"15257","880","881","0.9699","0.9059","0.9221","0.6799"
"15258","880","882","0.8992","0.7516","0.7280","0.5735"
"15259","880","895","0.9226","0.8641","0.9166","0.9382"
"15260","880","903","0.9024","0.6375","0.5502","0.3555"
"15261","880","910","0.6390","0.3238","0.3412","0.5090"
"15262","880","912","0.5257","0.7530","0.6394","0.7667"
"15263","880","1072","0.6513","0.7988","0.8191","0.8551"
"15264","880","1254","0.6129","0.6492","0.9291","0.8073"
"15265","880","1284","0.9732","0.9712","0.8656","0.9362"
"15266","880","1313","0.9627","0.9641","0.9712","0.9191"
"15267","880","1396","0.6702","0.4703","0.9367","0.8701"
"15268","880","1577","0.8918","0.9262","0.6338","0.9507"
"15269","880","1626","0.9496","0.9097","0.8844","0.9072"
"15270","880","1895","0.9345","0.6438","0.8973","0.7756"
"15271","880","1905","0.8750","0.8997","0.7575","0.4520"
"15272","880","1924","0.9601","0.7243","0.9580","0.9511"
"15273","880","1935","0.6438","0.7753","0.6787","0.8883"
"15274","881","883","0.8193","0.9600","0.7153","0.8667"
"15275","881","885","0.9643","0.8565","0.8731","0.9210"
