source,target,value
AY006,AY016,0.962
AY006,AY024,0.9562
AY006,AY028,0.9291
AY006,AY032,0.9065
AY006,AY035,0.9494
AY006,AY041,0.9599
AY006,AY042,0.9205
AY006,AY051,0.941
AY006,AY055,0.9314
AY006,AY056,0.9531
AY006,AY058,0.9653
AY006,AY061,0.9372
AY006,AY062,0.9182
AY006,AY065,0.9606
AY006,AY068,0.9084
AY007,AY010,0.9638
AY007,AY014,0.985
AY007,AY015,0.9536
AY007,AY016,0.9657
AY007,AY032,0.9299
AY007,AY033,0.9201
AY007,AY037,0.9571
AY007,AY048,0.9599
AY007,AY050,0.9278
AY007,AY051,0.9294
AY007,AY062,0.9529
AY007,AY063,0.9638
AY007,AY068,0.9126
AY008,AY010,0.9562
AY008,AY011,0.9164
AY008,AY013,0.9699
AY008,AY019,0.9814
AY008,AY034,0.9344
AY008,AY040,0.905
AY008,AY052,0.9341
AY008,AY053,0.94
AY008,AY054,0.9448
AY008,AY071,0.902
AY009,AY014,0.9698
AY009,AY049,0.9068
AY009,AY058,0.9106
AY009,AY064,0.9679
AY010,AY017,0.9731
AY010,AY022,0.9432
AY010,AY023,0.9803
AY010,AY030,0.9593
AY010,AY036,0.9068
AY010,AY042,0.9737
AY010,AY053,0.9257
AY010,AY063,0.9281
AY010,BH056,0.9226
AY011,AY014,0.9282
AY011,AY038,0.9777
AY011,AY045,0.9022
AY011,AY052,0.9711
AY011,AY054,0.9106
AY011,AY056,0.9792
AY011,AY069,0.9272
AY012,AY018,0.9924
AY012,AY024,0.9496
AY012,AY030,0.9547
AY012,AY032,0.9259
AY012,AY039,0.9104
AY012,AY041,0.9132
AY012,AY043,0.9119
AY012,AY046,0.9082
AY012,AY061,0.9725
AY012,AY069,0.9774
AY012,AY071,0.9211
AY013,AY016,0.9581
AY013,AY017,0.9724
AY013,AY020,0.9132
AY013,AY022,0.9588
AY013,AY031,0.9371
AY013,AY033,0.9529
AY013,AY036,0.9324
AY013,AY037,0.9342
AY013,AY041,0.9842
AY013,AY049,0.9586
AY013,AY052,0.932
AY013,AY057,0.9075
AY013,AY059,0.9178
AY013,AY066,0.9023
AY013,AY068,0.9908
AY013,AY069,0.9316
AY014,AY015,0.988
AY014,AY031,0.946
AY014,AY036,0.992
AY014,AY040,0.9426
AY014,AY043,0.9386
AY014,AY046,0.9034
AY014,AY049,0.9501
AY014,AY057,0.9799
AY014,AY062,0.9049
AY014,AY066,0.9186
AY014,AY068,0.9397
AY014,BG026,0.9844
AY015,AY017,0.9031
AY015,AY030,0.9102
AY015,AY031,0.9306
AY015,AY035,0.9363
AY015,AY051,0.9139
AY015,AY056,0.9442
AY015,AY058,0.9251
AY015,AY062,0.9045
AY015,AY064,0.9671
AY015,AY070,0.981
AY016,AY019,0.9668
AY016,AY022,0.9219
AY016,AY037,0.9079
AY016,AY040,0.9296
AY016,AY050,0.9435
AY016,AY053,0.9751
AY016,AY056,0.9564
AY016,AY057,0.9563
AY016,AY058,0.9341
AY016,AY060,0.9467
AY016,AY072,0.922
AY017,AY023,0.9505
AY017,AY036,0.9388
AY017,AY039,0.9184
AY017,AY045,0.9329
AY017,AY046,0.9402
AY017,AY047,0.964
AY017,AY049,0.9092
AY017,AY053,0.9094
AY017,AY059,0.9728
AY017,AY070,0.9602
AY018,AY024,0.941
AY018,AY025,0.9663
AY018,AY064,0.9483
AY018,AY069,0.9326
AY018,BH049,0.9639
AY019,AY028,0.9176
AY019,AY030,0.9797
AY019,AY031,0.9748
AY019,AY032,0.926
AY019,AY036,0.9678
AY019,AY039,0.9498
AY019,AY044,0.9752
AY019,AY045,0.9118
AY019,AY046,0.9272
AY019,AY047,0.9298
AY019,AY050,0.9445
AY019,AY052,0.9457
AY019,AY056,0.9435
AY019,AY058,0.951
AY019,AY070,0.9204
AY019,BE014,0.9774
AY020,AY022,0.9473
AY020,AY024,0.9597
AY020,AY026,0.902
AY020,AY027,0.9717
AY020,AY032,0.9495
AY020,AY035,0.9275
AY020,AY042,0.9196
AY020,AY044,0.9471
AY020,AY048,0.9668
AY020,AY049,0.98
AY020,AY055,0.9119
AY020,AY059,0.9163
AY021,AY031,0.9908
AY021,AY039,0.9489
AY021,AY040,0.9108
AY021,AY044,0.9157
AY021,AY063,0.9354
AY021,AY067,0.9709
AY021,AY069,0.9573
AY021,BE022,0.9283
AY022,AY030,0.9609
AY022,AY035,0.9371
AY022,AY036,0.9117
AY022,AY048,0.9112
AY022,AY059,0.9244
AY022,AY061,0.9466
AY022,AY063,0.9659
AY022,AY065,0.9547
AY022,AY068,0.9492
AY022,AY069,0.9506
AY023,AY024,0.9375
AY023,AY042,0.9357
AY023,AY047,0.9767
AY023,AY058,0.9398
AY023,AY061,0.9918
AY023,AY065,0.9404
AY023,AY067,0.9564
AY023,AY070,0.9433
AY023,BJ108,0.948
AY024,AY025,0.9314
AY024,AY031,0.9489
AY024,AY033,0.9668
AY024,AY034,0.922
AY024,AY035,0.9371
AY024,AY049,0.9689
AY024,AY050,0.9442
AY024,AY055,0.9688
AY024,AY072,0.9489
AY024,AZ004,0.9342
AY025,AY031,0.9417
AY025,AY039,0.9429
AY025,AY049,0.9535
AY025,AY051,0.9872
AY025,AY057,0.9537
AY025,AY059,0.9482
AY025,AY067,0.9365
AY025,AY069,0.9504
AY025,AY072,0.9146
AY026,AY028,0.9694
AY026,AY032,0.9173
AY026,AY040,0.9847
AY026,AY043,0.9141
AY026,AY049,0.9623
AY026,AY057,0.9661
AY026,AY061,0.9447
AY026,AY063,0.9289
AY026,AY064,0.9135
AY027,AY029,0.9177
AY027,AY033,0.9128
AY027,AY038,0.9422
AY027,AY042,0.9136
AY027,AY047,0.9663
AY027,AY052,0.9177
AY027,AY053,0.992
AY027,AY054,0.9003
AY027,AY066,0.9753
AY027,AY068,0.9576
AY027,AY070,0.9458
AY027,AY071,0.9462
AY027,AY072,0.9803
AY027,BF059,0.9577
AY027,BJ011,0.9275
AY028,AY039,0.9512
AY028,AY044,0.9124
AY028,AY046,0.9546
AY028,AY070,0.9216
AY029,AY031,0.9399
AY029,AY039,0.9143
AY029,AY046,0.9235
AY029,AY047,0.9331
AY029,AY049,0.9204
AY029,AY055,0.9121
AY029,AY059,0.9399
AY029,AY068,0.9391
AY029,AY072,0.9405
AY030,AY031,0.9694
AY030,AY034,0.9071
AY030,AY037,0.9146
AY030,AY040,0.9383
AY030,AY041,0.9077
AY030,AY046,0.9055
AY030,AY048,0.9278
AY030,AY049,0.9471
AY030,AY056,0.9709
AY030,AY061,0.9675
AY030,AY071,0.9408
AY031,AY037,0.9117
AY031,AY038,0.9285
AY031,AY041,0.9412
AY031,AY044,0.9792
AY031,AY047,0.9029
AY031,AY050,0.9201
AY031,AY056,0.9337
AY031,BJ049,0.9427
AY032,AY035,0.9054
AY032,AY043,0.9613
AY032,AY047,0.9046
AY032,AY061,0.97
AY032,AY064,0.93
AY032,AY068,0.9536
AY032,AY070,0.9235
AY032,AY072,0.9537
AY033,AY036,0.9213
AY033,AY037,0.9474
AY033,AY044,0.9654
AY033,AY049,0.9637
AY033,AY051,0.9408
AY033,AY052,0.9556
AY033,AY062,0.9117
AY033,AY066,0.9369
AY033,AY068,0.91
AY033,AY069,0.9677
AY033,AY070,0.9413
AY033,AY072,0.9732
AY034,AY045,0.9201
AY034,AY048,0.9341
AY034,AY059,0.9555
AY034,AY061,0.9234
AY034,AY062,0.9515
AY034,AY066,0.9318
AY034,AY068,0.9083
AY034,AY072,0.9078
AY034,BD015,0.9074
AY035,AY043,0.9502
AY035,AY051,0.9888
AY035,AY058,0.9589
AY035,AY059,0.9193
AY035,AY069,0.9718
AY035,AY072,0.9284
AY036,AY039,0.946
AY036,AY040,0.942
AY036,AY044,0.9179
AY036,AY047,0.9138
AY036,AY058,0.9514
AY036,AY059,0.9057
AY036,AY060,0.9034
AY036,AY071,0.9564
AY036,BC052,0.9361
AY036,BD030,0.935
AY037,AY039,0.9534
AY037,AY044,0.9794
AY037,AY048,0.9737
AY037,AY051,0.9275
AY037,AY053,0.9726
AY037,AY062,0.9027
AY037,AY066,0.9309
AY037,AY067,0.9106
AY038,AY039,0.9301
AY038,AY043,0.9332
AY038,AY045,0.9085
AY038,AY047,0.9247
AY038,AY059,0.9799
AY038,AY062,0.9115
AY038,AY067,0.9242
AY039,AY054,0.9012
AY039,AY070,0.9259
AY040,AY047,0.9021
AY040,AY053,0.9835
AY040,AY062,0.9424
AY040,AY065,0.9122
AY041,AY047,0.9693
AY041,AY050,0.9101
AY041,AY065,0.9306
AY042,AY045,0.9266
AY042,AY066,0.9197
AY042,BC019,0.9299
AY042,BF089,0.9348
AY042,BH033,0.9359
AY042,BH042,0.916
AY043,AY044,0.9169
AY043,AY045,0.907
AY043,AY046,0.9702
AY043,AY050,0.9486
AY043,AY051,0.9083
AY043,AY054,0.9313
AY043,AY067,0.9282
AY043,BF028,0.9188
AY044,AY057,0.9147
AY044,AY059,0.9651
AY044,AY068,0.9572
AY044,AY071,0.9641
AY044,BE076,0.902
AY045,AY051,0.927
AY045,AY052,0.9267
AY045,AY056,0.9231
AY045,AY062,0.9197
AY045,AY065,0.9756
AY045,AY068,0.9239
AY046,AY054,0.9312
AY046,AY059,0.9456
AY046,AY062,0.9178
AY046,AY066,0.9715
AY047,AY053,0.9191
AY047,AY055,0.9123
AY047,AY060,0.9254
AY047,AY070,0.907
AY048,AY051,0.9558
AY048,AY052,0.9815
AY048,AY058,0.931
AY048,AY065,0.9414
AY049,AY051,0.9191
AY049,AY070,0.9952
AY049,AY071,0.9728
AY049,BD027,0.9024
AY049,BJ052,0.9034
AY050,AY061,0.9569
AY050,AY066,0.9145
AY050,AY069,0.9531
AY051,AY056,0.9016
AY051,AY059,0.9138
AY051,AY065,0.9121
AY052,AY056,0.9342
AY052,AY064,0.9444
AY052,AY065,0.9215
AY052,AY066,0.9117
AY053,AY057,0.9335
AY053,AY062,0.9327
AY054,AY056,0.913
AY054,AY060,0.93
AY054,AY062,0.9725
AY054,AY065,0.981
AY054,AY067,0.9085
AY055,AY056,0.9369
AY055,AY057,0.9556
AY055,AY059,0.902
AY055,AY067,0.941
AY056,AY057,0.9636
AY056,AY068,0.9703
AY056,AY071,0.9491
AY057,AY061,0.9845
AY057,AY072,0.9357
AY058,AY065,0.9235
AY058,AY066,0.9104
AY059,AY065,0.9532
AY059,AY072,0.9041
AY059,BG012,0.9502
AY060,AY069,0.9817
AY061,AY070,0.9206
AY061,BE004,0.914
AY062,AY066,0.9875
AY063,AY068,0.9188
AY063,BF080,0.9754
AY064,AY067,0.9023
AY064,AY071,0.948
AY064,AY072,0.9263
AY064,BH088,0.9207
AY064,BJ079,0.9014
AY065,AY072,0.9803
AY066,AY072,0.9237
AY068,AY070,0.9307
AY068,BG069,0.9586
AY070,AY072,0.9895
AY071,AY072,0.9264
AY072,BG001,0.9615
AZ001,AZ010,0.9059
AZ001,AZ017,0.9573
AZ001,AZ025,0.9007
AZ001,AZ026,0.937
AZ001,AZ032,0.9314
AZ001,AZ036,0.9695
AZ001,AZ040,0.9596
AZ001,AZ057,0.9557
AZ001,AZ060,0.9664
AZ001,AZ061,0.991
AZ001,AZ064,0.9552
AZ001,AZ068,0.9072
AZ001,AZ069,0.9672
AZ001,AZ073,0.9011
AZ002,AZ022,0.9696
AZ002,AZ026,0.9178
AZ002,AZ030,0.9625
AZ002,AZ034,0.9331
AZ002,AZ037,0.9519
AZ002,AZ039,0.9383
AZ002,AZ041,0.923
AZ002,AZ059,0.9844
AZ002,AZ061,0.9155
AZ002,AZ063,0.9099
AZ002,AZ065,0.9262
AZ002,AZ072,0.9522
AZ002,AZ073,0.914
AZ002,AZ074,0.9714
AZ003,AZ011,0.9109
AZ003,AZ012,0.9416
AZ003,AZ018,0.9682
AZ003,AZ020,0.9445
AZ003,AZ027,0.9438
AZ003,AZ029,0.9455
AZ003,AZ037,0.9165
AZ003,AZ041,0.9432
AZ003,AZ042,0.9569
AZ003,AZ048,0.9666
AZ003,AZ049,0.9126
AZ003,AZ055,0.9713
AZ003,AZ066,0.9054
AZ003,AZ069,0.9084
AZ003,AZ071,0.9559
AZ003,BH058,0.9193
AZ004,AZ007,0.9528
AZ004,AZ008,0.9553
AZ004,AZ022,0.9031
AZ004,AZ031,0.9097
AZ004,AZ037,0.9209
AZ004,AZ055,0.9397
AZ004,AZ069,0.9252
AZ004,AZ070,0.9571
AZ004,BJ017,0.907
AZ005,AZ008,0.947
AZ005,AZ017,0.9274
AZ005,AZ021,0.9648
AZ005,AZ025,0.9729
AZ005,AZ032,0.9865
AZ005,AZ049,0.9691
AZ005,AZ050,0.9319
AZ005,AZ053,0.9405
AZ005,AZ056,0.9197
AZ005,AZ070,0.9474
AZ005,AZ071,0.9655
AZ006,AZ010,0.91
AZ006,AZ013,0.9691
AZ006,AZ018,0.9394
AZ006,AZ019,0.9376
AZ006,AZ020,0.9623
AZ006,AZ035,0.9725
AZ006,AZ037,0.9071
AZ006,AZ039,0.995
AZ006,AZ041,0.9207
AZ006,AZ055,0.9759
AZ006,AZ063,0.9814
AZ006,AZ064,0.9874
AZ006,AZ066,0.983
AZ006,AZ067,0.9466
AZ006,AZ071,0.9812
AZ006,AZ072,0.9081
AZ006,AZ074,0.955
AZ007,AZ011,0.917
AZ007,AZ012,0.9484
AZ007,AZ020,0.9014
AZ007,AZ022,0.9197
AZ007,AZ023,0.9718
AZ007,AZ035,0.9722
AZ007,AZ038,0.9467
AZ007,AZ039,0.9515
AZ007,AZ040,0.9613
AZ007,AZ058,0.9153
AZ007,AZ059,0.9044
AZ007,AZ067,0.9408
AZ008,AZ009,0.9059
AZ008,AZ011,0.9336
AZ008,AZ012,0.9386
AZ008,AZ017,0.9027
AZ008,AZ022,0.9516
AZ008,AZ024,0.9357
AZ008,AZ028,0.9111
AZ008,AZ049,0.9577
AZ008,AZ051,0.9556
AZ008,AZ056,0.9065
AZ008,AZ058,0.9531
AZ008,AZ059,0.9815
AZ008,AZ066,0.9858
AZ008,AZ070,0.9392
AZ009,AZ014,0.9108
AZ009,AZ017,0.9272
AZ009,AZ030,0.9658
AZ009,AZ036,0.9728
AZ009,AZ042,0.9269
AZ009,AZ049,0.9801
AZ009,AZ054,0.9202
AZ009,AZ056,0.9783
AZ009,AZ058,0.9607
AZ009,AZ063,0.9343
AZ009,AZ069,0.9577
AZ010,AZ014,0.91
AZ010,AZ015,0.9613
AZ010,AZ016,0.949
AZ010,AZ026,0.925
AZ010,AZ027,0.918
AZ010,AZ036,0.9581
AZ010,AZ046,0.9115
AZ010,AZ050,0.9263
AZ010,AZ051,0.9837
AZ010,AZ056,0.9225
AZ010,AZ064,0.9278
AZ010,AZ066,0.9481
AZ010,AZ071,0.9489
AZ011,AZ012,0.9018
AZ011,AZ014,0.928
AZ011,AZ016,0.9815
AZ011,AZ019,0.9775
AZ011,AZ034,0.9549
AZ011,AZ036,0.9055
AZ011,AZ037,0.9859
AZ011,AZ042,0.9247
AZ011,AZ052,0.9233
AZ011,AZ053,0.9255
AZ011,AZ057,0.9352
AZ011,AZ058,0.9778
AZ012,AZ013,0.9723
AZ012,AZ014,0.9681
AZ012,AZ017,0.9108
AZ012,AZ018,0.9849
AZ012,AZ019,0.9116
AZ012,AZ021,0.9695
AZ012,AZ031,0.9361
AZ012,AZ034,0.9209
AZ012,AZ035,0.9602
AZ012,AZ045,0.9608
AZ012,AZ046,0.932
AZ012,AZ053,0.9813
AZ012,AZ061,0.922
AZ012,AZ063,0.9452
AZ012,AZ069,0.9186
AZ012,AZ073,0.925
AZ013,AZ018,0.9749
AZ013,AZ021,0.9244
AZ013,AZ029,0.901
AZ013,AZ030,0.9448
AZ013,AZ031,0.9676
AZ013,AZ033,0.928
AZ013,AZ036,0.9309
AZ013,AZ057,0.9292
AZ013,AZ059,0.9177
AZ013,AZ065,0.9423
AZ013,AZ066,0.9345
AZ013,AZ067,0.9537
AZ013,AZ071,0.9331
AZ014,AZ019,0.9736
AZ014,AZ032,0.947
AZ014,AZ044,0.9476
AZ014,AZ054,0.9033
AZ014,AZ057,0.9442
AZ014,AZ058,0.9385
AZ015,AZ020,0.915
AZ015,AZ022,0.9257
AZ015,AZ023,0.9701
AZ015,AZ025,0.9512
AZ015,AZ044,0.9486
AZ015,AZ054,0.9722
AZ015,AZ057,0.9364
AZ015,AZ069,0.9031
AZ015,AZ070,0.9346
AZ015,AZ071,0.9692
AZ015,AZ074,0.9393
AZ016,AZ029,0.9452
AZ016,AZ036,0.913
AZ016,AZ040,0.9295
AZ016,AZ054,0.9218
AZ016,AZ066,0.9552
AZ016,AZ073,0.9196
AZ017,AZ037,0.9733
AZ017,AZ042,0.9333
AZ017,AZ053,0.9644
AZ017,AZ063,0.9782
AZ017,AZ074,0.9288
AZ018,AZ023,0.9775
AZ018,AZ028,0.9391
AZ018,AZ032,0.9042
AZ018,AZ033,0.9101
AZ018,AZ037,0.9107
AZ018,AZ038,0.9295
AZ018,AZ042,0.9865
AZ018,AZ044,0.921
AZ018,AZ051,0.9119
AZ018,AZ052,0.9621
AZ018,AZ053,0.9083
AZ018,AZ056,0.9436
AZ018,AZ058,0.9329
AZ018,AZ059,0.906
AZ018,AZ065,0.9216
AZ018,AZ070,0.963
AZ018,AZ072,0.9299
AZ019,AZ020,0.9227
AZ019,AZ026,0.9368
AZ019,AZ032,0.909
AZ019,AZ033,0.9155
AZ019,AZ035,0.9571
AZ019,AZ044,0.9231
AZ019,AZ047,0.9598
AZ019,AZ053,0.9512
AZ019,AZ058,0.9686
AZ019,AZ066,0.9413
AZ019,BH057,0.9833
AZ020,AZ036,0.9398
AZ020,AZ038,0.9584
AZ020,AZ042,0.9331
AZ020,AZ050,0.9705
AZ020,AZ053,0.9617
AZ020,AZ073,0.9225
AZ020,BI050,0.9008
AZ021,AZ022,0.9531
AZ021,AZ023,0.9447
AZ021,AZ024,0.9519
AZ021,AZ027,0.9647
AZ021,AZ028,0.905
AZ021,AZ032,0.9183
AZ021,AZ039,0.9108
AZ021,AZ043,0.9605
AZ021,AZ044,0.9841
AZ021,AZ051,0.9338
AZ021,AZ052,0.9318
AZ021,AZ056,0.9121
AZ021,AZ059,0.9756
AZ021,AZ065,0.9083
AZ021,AZ067,0.9141
AZ022,AZ026,0.931
AZ022,AZ031,0.9732
AZ022,AZ034,0.9531
AZ022,AZ036,0.9788
AZ022,AZ039,0.9329
AZ022,AZ043,0.936
AZ022,AZ047,0.9284
AZ022,AZ052,0.9831
AZ022,AZ056,0.9717
AZ022,AZ057,0.9743
AZ022,AZ059,0.9787
AZ022,AZ061,0.9329
AZ022,AZ062,0.9386
AZ022,AZ072,0.9482
AZ023,AZ024,0.9617
AZ023,AZ025,0.9088
AZ023,AZ037,0.9536
AZ023,AZ039,0.9384
AZ023,AZ045,0.9084
AZ023,AZ057,0.9207
AZ023,BJ079,0.9028
AZ024,AZ041,0.9029
AZ024,AZ042,0.9641
AZ024,AZ043,0.9072
AZ024,AZ047,0.902
AZ024,AZ049,0.9154
AZ024,AZ057,0.9065
AZ024,AZ062,0.963
AZ024,AZ063,0.9365
AZ024,AZ064,0.9441
AZ024,AZ071,0.9046
AZ024,AZ072,0.9189
AZ025,AZ033,0.9289
AZ025,AZ036,0.9537
AZ025,AZ037,0.9443
AZ025,AZ042,0.9803
AZ025,AZ044,0.9532
AZ025,AZ046,0.9843
AZ025,AZ050,0.9077
AZ025,AZ051,0.9874
AZ025,AZ062,0.9012
AZ025,AZ069,0.9595
AZ025,AZ071,0.9834
AZ025,AZ072,0.9298
AZ026,AZ027,0.9591
AZ026,AZ030,0.9402
AZ026,AZ033,0.9308
AZ026,AZ050,0.9222
AZ026,AZ059,0.9157
AZ026,AZ066,0.9451
AZ026,AZ071,0.9697
AZ026,AZ072,0.9455
AZ026,AZ073,0.913
AZ026,BE073,0.9203
AZ027,AZ034,0.9392
AZ027,AZ036,0.917
AZ027,AZ037,0.9075
AZ027,AZ039,0.945
AZ027,AZ044,0.937
AZ027,AZ050,0.923
AZ027,AZ054,0.9387
AZ027,AZ059,0.9579
AZ027,AZ060,0.9265
AZ028,AZ029,0.9346
AZ028,AZ041,0.9442
AZ028,AZ046,0.9364
AZ028,AZ047,0.9229
AZ028,AZ050,0.9138
AZ028,AZ057,0.9383
AZ028,AZ061,0.9507
AZ028,AZ064,0.9713
AZ028,AZ072,0.9024
AZ028,AZ073,0.9505
AZ029,AZ030,0.975
AZ029,AZ035,0.9341
AZ029,AZ045,0.9348
AZ029,AZ048,0.9249
AZ029,AZ051,0.9235
AZ029,AZ052,0.9617
AZ029,AZ059,0.9425
AZ029,AZ065,0.9375
AZ029,AZ066,0.9522
AZ030,AZ041,0.936
AZ030,AZ045,0.9713
AZ030,AZ052,0.9706
AZ030,AZ053,0.9256
AZ030,AZ054,0.9225
AZ030,AZ058,0.9273
AZ030,AZ067,0.9574
AZ030,AZ072,0.9802
AZ031,AZ035,0.9635
AZ031,AZ038,0.9685
AZ031,AZ039,0.9165
AZ031,AZ042,0.9685
AZ031,AZ045,0.9163
AZ031,AZ051,0.9184
AZ031,AZ055,0.9592
AZ031,AZ063,0.9897
AZ031,AZ069,0.9546
AZ031,AZ071,0.9423
AZ032,AZ039,0.9115
AZ032,AZ048,0.9154
AZ032,AZ057,0.9513
AZ032,AZ067,0.9435
AZ032,AZ074,0.9675
AZ032,BD026,0.949
AZ032,BJ071,0.9547
AZ033,AZ035,0.9874
AZ033,AZ037,0.9415
AZ033,AZ045,0.9639
AZ033,AZ055,0.9621
AZ033,AZ066,0.9562
AZ033,AZ068,0.9334
AZ033,AZ071,0.9777
AZ033,AZ072,0.9685
AZ033,AZ073,0.9198
AZ034,AZ036,0.9009
AZ034,AZ041,0.9676
AZ034,AZ047,0.9725
AZ034,AZ051,0.9156
AZ034,AZ053,0.9596
AZ034,AZ061,0.9021
AZ034,AZ064,0.9717
AZ034,AZ069,0.9599
AZ035,AZ047,0.9128
AZ035,AZ052,0.9097
AZ035,AZ053,0.9509
AZ035,AZ054,0.973
AZ035,AZ055,0.9213
AZ035,AZ072,0.9104
AZ035,AZ074,0.9059
AZ036,AZ042,0.9113
AZ036,AZ043,0.9488
AZ036,AZ047,0.9099
AZ036,AZ050,0.9637
AZ036,AZ053,0.9807
AZ036,AZ055,0.9824
AZ036,AZ058,0.9273
AZ036,AZ068,0.9198
AZ036,AZ069,0.9857
AZ037,AZ041,0.9889
AZ037,AZ048,0.9021
AZ037,AZ050,0.9652
AZ037,AZ068,0.9008
AZ038,AZ041,0.9773
AZ038,AZ043,0.9776
AZ038,AZ047,0.9137
AZ038,AZ048,0.9135
AZ038,AZ055,0.9786
AZ038,AZ056,0.9039
AZ038,AZ057,0.9247
AZ038,AZ060,0.9582
AZ038,AZ061,0.9207
AZ038,AZ065,0.9524
AZ038,AZ066,0.9639
AZ038,AZ068,0.9321
AZ038,AZ070,0.9365
AZ038,AZ073,0.9594
AZ039,AZ044,0.9085
AZ039,AZ049,0.9698
AZ039,AZ052,0.9324
AZ039,AZ057,0.9391
AZ039,AZ058,0.9144
AZ039,AZ064,0.929
AZ039,AZ068,0.9641
AZ039,AZ073,0.9586
AZ040,AZ043,0.9415
AZ040,AZ047,0.9278
AZ040,AZ054,0.9499
AZ040,AZ056,0.9244
AZ040,AZ060,0.9351
AZ040,AZ064,0.9537
AZ040,AZ068,0.9433
AZ041,AZ047,0.914
AZ041,AZ051,0.943
AZ041,AZ055,0.9916
AZ041,AZ060,0.9033
AZ041,AZ063,0.964
AZ041,AZ072,0.9115
AZ042,AZ047,0.9322
AZ042,AZ050,0.9394
AZ042,AZ051,0.9481
AZ042,AZ061,0.9781
AZ042,AZ067,0.9213
AZ042,AZ070,0.9773
AZ042,AZ071,0.9836
AZ042,AZ073,0.9303
AZ043,AZ051,0.962
AZ043,AZ068,0.9224
AZ044,AZ050,0.9224
AZ044,AZ052,0.9394
AZ044,AZ061,0.9712
AZ044,AZ062,0.9072
AZ044,AZ063,0.9231
AZ044,AZ068,0.9252
AZ044,AZ069,0.9241
AZ044,AZ070,0.902
AZ044,AZ073,0.9799
AZ044,BI080,0.9193
AZ045,AZ051,0.9177
AZ045,AZ055,0.9185
AZ045,AZ058,0.9354
AZ045,AZ060,0.9381
AZ045,AZ069,0.9035
AZ045,BG066,0.9006
AZ046,AZ050,0.9658
AZ046,AZ051,0.9703
AZ046,AZ052,0.9032
AZ046,AZ062,0.9003
AZ046,AZ068,0.9137
AZ046,AZ072,0.9078
AZ047,AZ048,0.9071
AZ047,AZ050,0.9641
AZ047,AZ062,0.9209
AZ047,AZ069,0.9201
AZ047,AZ070,0.9466
AZ047,BC026,0.9637
AZ048,AZ066,0.9443
AZ048,AZ071,0.9134
AZ048,AZ074,0.9443
AZ049,AZ053,0.9612
AZ049,AZ055,0.9426
AZ049,AZ056,0.9907
AZ049,AZ061,0.9321
AZ049,BF004,0.9576
AZ050,AZ056,0.9443
AZ050,AZ059,0.9526
AZ050,AZ074,0.968
AZ051,AZ053,0.9197
AZ051,AZ055,0.9745
AZ051,AZ069,0.9289
AZ051,AZ070,0.9555
AZ052,AZ056,0.9064
AZ052,AZ068,0.9453
AZ052,AZ069,0.9127
AZ053,AZ056,0.9754
AZ053,AZ060,0.9726
AZ053,AZ061,0.9178
AZ053,AZ073,0.904
AZ054,AZ055,0.9614
AZ054,AZ058,0.9051
AZ054,AZ060,0.9126
AZ055,AZ057,0.9011
AZ055,AZ062,0.903
AZ055,AZ065,0.9396
AZ055,AZ072,0.9151
AZ055,BJ042,0.9406
AZ056,AZ060,0.9472
AZ056,AZ061,0.9249
AZ056,AZ063,0.9099
AZ056,AZ070,0.9281
AZ056,AZ071,0.9086
AZ056,AZ073,0.9189
AZ057,AZ070,0.9012
AZ057,BC057,0.9008
AZ058,AZ060,0.9622
AZ058,AZ068,0.9221
AZ059,AZ067,0.9308
AZ059,AZ074,0.9863
AZ060,AZ062,0.9203
AZ060,AZ068,0.9079
AZ060,AZ073,0.9521
AZ061,AZ066,0.9499
AZ061,AZ069,0.9496
AZ061,AZ072,0.9729
AZ061,AZ073,0.912
AZ061,BF018,0.9862
AZ061,BH022,0.9866
AZ062,AZ067,0.9268
AZ062,AZ068,0.9896
AZ063,AZ065,0.9517
AZ063,AZ068,0.9841
AZ064,AZ069,0.936
AZ064,AZ070,0.9083
AZ064,AZ071,0.9294
AZ066,AZ072,0.9265
AZ067,AZ072,0.9016
AZ067,AZ074,0.9036
AZ068,AZ073,0.9182
AZ069,AZ071,0.9349
BC001,BC004,0.9442
BC001,BC008,0.9532
BC001,BC012,0.929
BC001,BC024,0.9367
BC001,BC025,0.9031
BC001,BC026,0.9204
BC001,BC039,0.9756
BC001,BC055,0.931
BC001,BC057,0.9472
BC001,BC064,0.9246
BC001,BC068,0.9218
BC002,BC006,0.9954
BC002,BC010,0.9012
BC002,BC011,0.9203
BC002,BC015,0.9343
BC002,BC025,0.9259
BC002,BC030,0.9292
BC002,BC031,0.9234
BC002,BC035,0.9359
BC002,BC039,0.9417
BC002,BC041,0.9185
BC002,BC044,0.9023
BC002,BC050,0.9324
BC002,BC053,0.9111
BC002,BC058,0.9008
BC002,BC062,0.9245
BC002,BC064,0.9239
BC002,BC069,0.9677
BC002,BC073,0.9798
BC002,BC078,0.9718
BC003,BC005,0.9517
BC003,BC006,0.9117
BC003,BC008,0.9576
BC003,BC009,0.9538
BC003,BC013,0.9502
BC003,BC015,0.9301
BC003,BC020,0.9794
BC003,BC026,0.9227
BC003,BC033,0.967
BC003,BC039,0.9572
BC003,BC043,0.9583
BC003,BC045,0.9067
BC003,BC049,0.9406
BC003,BC050,0.9006
BC003,BC059,0.9165
BC003,BC074,0.9836
BC004,BC008,0.9856
BC004,BC010,0.9525
BC004,BC019,0.9525
