"V1","V2","V3","V4","V5","V6","V7","V8"
"20617",1070,1097,0.84437,0.87417,0.82845,0.86264,22,22
"20618",1070,1098,0.98585,0.96279,0.9865,0.85124,22,22
"20619",1070,1100,0.92852,0.80917,0.79716,0.79224,22,22
"20620",1070,1104,0.91229,0.84552,0.91028,0.89523,22,22
"20621",1070,1105,0.6836,0.57322,0,0,22,22
"20622",1070,1106,0.88632,0.705,0.82566,0.70897,22,22
"20623",1070,1235,0.95512,0.79713,0.87961,0.91062,22,24
"20624",1070,1320,0.75018,0.53984,0.86255,0,22,25
"20625",1070,1377,0.75224,0.92307,0.86946,0.92214,22,26
"20626",1070,1525,0,0.89215,0.90213,0.95022,22,28
"20627",1070,1650,0.88646,0.65141,0.83061,0.53243,22,29
"20628",1070,1997,0.86153,0.93445,0.95517,0.94275,22,32
"20629",1071,1072,0.69017,0.84361,0.60665,0.85187,22,22
"20630",1071,1075,0.73182,0,0.79062,0.77203,22,22
"20631",1071,1080,0,0.7177,0.67586,0,22,22
"20632",1071,1084,0.90907,0.88965,0.92196,0.86598,22,22
"20633",1071,1086,0,0.82106,0,0.66008,22,22
"20634",1071,1091,0,0,0,0.61624,22,22
"20635",1071,1093,0.7078,0.90522,0.82541,0.84034,22,22
"20636",1071,1094,0.94294,0.95121,0.94528,0.93678,22,22
"20637",1071,1099,0.8841,0,0.9564,0.77478,22,22
"20638",1071,1107,0.80216,0.55998,0.91101,0.92222,22,22
"20639",1071,1416,0.75465,0.91439,0.70202,0.84977,22,27
"20640",1072,1076,0.89913,0.79066,0.83285,0.93095,22,22
"20641",1072,1083,0,0,0.60119,0.6774,22,22
"20642",1072,1088,0.92607,0.98439,0.92649,0.79293,22,22
"20643",1072,1093,0.93409,0.95778,0.96178,0.89446,22,22
"20644",1072,1097,0.62436,0.81229,0.93295,0.69141,22,22
"20645",1072,1101,0.73351,0.74258,0.9002,0.67874,22,22
"20646",1072,1102,0.63627,0.77031,0.57448,0,22,22
"20647",1072,1103,0,0.82737,0.52888,0,22,22
"20648",1072,1107,0,0.7815,0,0.61251,22,22
"20649",1072,1218,0.86465,0.90092,0.74467,0.89113,22,24
"20650",1072,1449,0.83271,0.8411,0.91274,0.89475,22,27
"20651",1072,1701,0,0,0,0.65684,22,30
"20652",1073,1075,0.65916,0.88585,0.94872,0.90719,22,22
"20653",1073,1077,0.54166,0,0.55766,0.53532,22,22
"20654",1073,1079,0.94733,0.94489,0.8307,0.95521,22,22
"20655",1073,1082,0.85108,0.78313,0.68815,0,22,22
"20656",1073,1083,0.51069,0.53488,0.53102,0.70606,22,22
"20657",1073,1085,0.79703,0.84516,0.79975,0.90995,22,22
"20658",1073,1086,0,0,0,0.6877,22,22
"20659",1073,1089,0.88149,0.80103,0.6554,0,22,22
"20660",1073,1092,0,0.7823,0.5981,0.76251,22,22
"20661",1073,1094,0.80566,0,0.64325,0.76339,22,22
"20662",1073,1095,0.90255,0.82132,0.94433,0.8079,22,22
"20663",1073,1097,0.8928,0.93704,0.75342,0.76419,22,22
"20664",1073,1101,0,0.77327,0.69736,0.65815,22,22
"20665",1073,1102,0,0.56135,0.55186,0.59787,22,22
"20666",1073,1103,0.7803,0.94681,0.92466,0.91856,22,22
"20667",1073,1107,0.62676,0.56133,0,0.73856,22,22
"20668",1073,1453,0.79473,0.8238,0.8338,0.70993,22,27
"20669",1073,1457,0,0,0.87539,0.67496,22,27
"20670",1073,1487,0.62761,0,0.88911,0.59227,22,27
"20671",1073,1546,0.71675,0.75681,0.7889,0.8621,22,28
"20672",1073,1569,0.57429,0.67433,0,0.53643,22,28
"20673",1073,1668,0.88849,0.89226,0.83701,0.71993,22,29
"20674",1073,1671,0.73692,0.82102,0.7854,0.9017,22,29
"20675",1073,1731,0.94376,0.9007,0.85321,0.89774,22,30
"20676",1073,1946,0.86406,0.80806,0.95761,0.90001,22,32
"20677",1074,1076,0.69793,0.77733,0,0,22,22
"20678",1074,1078,0.80733,0.69387,0.80439,0.78435,22,22
"20679",1074,1080,0.97033,0.94373,0.86524,0.75573,22,22
"20680",1074,1081,0.61891,0.57022,0.66859,0.72975,22,22
"20681",1074,1092,0.56242,0.5749,0.54764,0.8522,22,22
"20682",1074,1094,0,0.59643,0,0,22,22
"20683",1074,1097,0.93432,0.96334,0.89703,0.62801,22,22
"20684",1074,1099,0.9152,0.88905,0.72789,0.8412,22,22
"20685",1074,1102,0.98317,0.91036,0.86011,0.91437,22,22
"20686",1074,1103,0.97652,0.96321,0.95125,0.87713,22,22
"20687",1074,1145,0.85989,0,0.86792,0.89318,22,23
"20688",1074,1265,0.58853,0.52952,0.63858,0.77042,22,25
"20689",1074,1420,0.94559,0.88468,0.77165,0.9015,22,27
"20690",1074,1514,0.60228,0,0.59467,0.60488,22,28
"20691",1074,1841,0.76105,0.86025,0.9147,0.90159,22,31
"20692",1074,1953,0.51583,0.62863,0.71443,0.82905,22,32
"20693",1075,1076,0.88138,0.92924,0.96053,0.78472,22,22
"20694",1075,1080,0.74288,0.86412,0.68153,0.80982,22,22
"20695",1075,1084,0.86951,0.60132,0.91083,0.89889,22,22
"20696",1075,1086,0.57888,0.58214,0.5554,0.79949,22,22
"20697",1075,1088,0.91082,0.94791,0.95784,0.83128,22,22
"20698",1075,1090,0.79614,0.90024,0.80788,0.95367,22,22
"20699",1075,1091,0.96349,0.9838,0.83404,0.928,22,22
"20700",1075,1092,0.57985,0.95818,0.71907,0.77512,22,22
"20701",1075,1095,0.92785,0.81502,0.84596,0.89508,22,22
"20702",1075,1096,0.92792,0.9237,0.74194,0.58269,22,22
"20703",1075,1103,0.93854,0.89075,0.69879,0.977,22,22
"20704",1075,1107,0.87946,0,0.56073,0.91045,22,22
"20705",1075,1138,0.72371,0.69166,0.86815,0.76129,22,23
"20706",1075,1574,0.87448,0.842,0.84089,0.90782,22,28
"20707",1075,1893,0.89205,0.8173,0.93226,0.95677,22,32
"20708",1075,1952,0.56253,0.88037,0.86873,0.92888,22,32
"20709",1075,1991,0.94299,0.84682,0.68965,0.92612,22,32
"20710",1076,1077,0.91153,0.82746,0.54729,0.51543,22,22
"20711",1076,1080,0.92321,0.83513,0.90659,0.88923,22,22
"20712",1076,1081,0,0,0,0,22,22
"20713",1076,1084,0.62794,0.7251,0.59078,0.61152,22,22
"20714",1076,1086,0,0.76706,0.76991,0.76834,22,22
"20715",1076,1090,0.57995,0.66686,0.58561,0.77124,22,22
"20716",1076,1091,0.94001,0.93593,0.88233,0.7571,22,22
"20717",1076,1092,0,0.55349,0.52532,0,22,22
"20718",1076,1094,0.81852,0.88086,0.9569,0.82826,22,22
"20719",1076,1095,0.86587,0,0.8934,0.81312,22,22
"20720",1076,1096,0.90023,0.95352,0.73843,0.92453,22,22
"20721",1076,1097,0.71448,0.70034,0.84466,0.80997,22,22
"20722",1076,1100,0.71901,0.72061,0.85149,0.86477,22,22
"20723",1076,1101,0.87133,0.83543,0.64957,0.84563,22,22
"20724",1076,1102,0,0.67285,0.71412,0.51749,22,22
"20725",1076,1106,0.55665,0.50465,0.93797,0.90676,22,22
"20726",1076,1386,0.55988,0,0,0,22,26
"20727",1076,1396,0,0,0,0.65846,22,26
"20728",1076,1431,0.95816,0.92979,0.76961,0.72486,22,27
"20729",1076,1459,0.75352,0.79752,0.86395,0.77201,22,27
"20730",1076,1483,0.75757,0,0.65048,0,22,27
"20731",1077,1079,0.68619,0.84401,0.93157,0.91797,22,22
"20732",1077,1080,0.54052,0.54309,0.84592,0.81192,22,22
"20733",1077,1085,0,0,0,0.75315,22,22
"20734",1077,1088,0.82047,0.78563,0,0.77538,22,22
"20735",1077,1089,0.90724,0.93258,0.92372,0.96212,22,22
"20736",1077,1091,0.94708,0.74923,0.82816,0.75863,22,22
"20737",1077,1092,0.81482,0,0.56206,0.87762,22,22
"20738",1077,1093,0.6912,0,0,0,22,22
"20739",1077,1094,0.87599,0.74631,0.78965,0,22,22
"20740",1077,1096,0.88922,0.83266,0.86837,0.86457,22,22
"20741",1077,1098,0.84536,0.66547,0.84676,0.92107,22,22
"20742",1077,1101,0.80942,0.87139,0.93521,0.89749,22,22
"20743",1077,1102,0.84941,0.74474,0.9357,0.92742,22,22
"20744",1077,1103,0.81174,0.66447,0.65047,0.5443,22,22
"20745",1077,1104,0.9033,0.93361,0.90956,0.80859,22,22
"20746",1077,1106,0.83339,0.59416,0.53483,0.6639,22,22
"20747",1077,1303,0.50815,0,0.75522,0.81178,22,25
"20748",1077,1655,0.94785,0.93481,0.8301,0.68776,22,29
"20749",1077,1714,0,0,0,0.52518,22,30
"20750",1077,1758,0,0.7446,0.63745,0.87759,22,30
"20751",1077,1761,0.58994,0.62603,0.76457,0.80299,22,30
"20752",1077,1894,0.77554,0.76932,0.89743,0.85346,22,32
"20753",1078,1081,0.68507,0.94958,0.75387,0.95131,22,22
"20754",1078,1082,0.68425,0.85263,0.57769,0.91185,22,22
"20755",1078,1084,0.57769,0.65178,0.81882,0.56262,22,22
"20756",1078,1086,0.89766,0.90825,0.86067,0.7427,22,22
"20757",1078,1088,0.99095,0.80489,0.937,0.94665,22,22
"20758",1078,1090,0.92161,0.91115,0.90746,0.91465,22,22
"20759",1078,1092,0.73763,0.8935,0.82993,0.8155,22,22
"20760",1078,1095,0.67839,0.50499,0.74404,0,22,22
"20761",1078,1099,0.80108,0.80794,0.93274,0.68336,22,22
"20762",1078,1100,0.51965,0,0.71155,0.64134,22,22
"20763",1078,1104,0.65038,0.75787,0.73178,0.90077,22,22
"20764",1078,1106,0.68103,0.66198,0.91203,0,22,22
"20765",1078,1149,0,0.54076,0,0,22,23
"20766",1078,1233,0.95964,0.91501,0.95916,0.50785,22,24
"20767",1078,1383,0.90623,0.92775,0.76071,0.81548,22,26
"20768",1078,1924,0.6372,0.8648,0.89196,0.96536,22,32
"20769",1078,1993,0.74445,0.60716,0.5209,0.68991,22,32
"20770",1079,1082,0.65281,0,0,0.61972,22,22
"20771",1079,1085,0.87832,0.89274,0.88104,0.93419,22,22
"20772",1079,1089,0.75524,0.78141,0,0.71175,22,22
"20773",1079,1092,0.8359,0.78207,0.70599,0.52992,22,22
"20774",1079,1093,0,0.84643,0,0.63027,22,22
"20775",1079,1094,0.77014,0.81167,0.57722,0.69971,22,22
"20776",1079,1096,0,0.61662,0,0,22,22
"20777",1079,1098,0.78183,0.77714,0.862,0.95728,22,22
"20778",1079,1100,0.84523,0.85779,0.7596,0.93079,22,22
"20779",1079,1101,0.92746,0.74774,0.51628,0.92089,22,22
"20780",1079,1104,0.65151,0.5787,0.78598,0.81259,22,22
"20781",1079,1105,0.87635,0.79071,0.71459,0.59602,22,22
"20782",1079,1106,0,0,0.67852,0,22,22
"20783",1079,1107,0.53888,0.8587,0.89126,0.94994,22,22
"20784",1079,1155,0.89119,0.97408,0.90901,0.94716,22,23
"20785",1079,1329,0.94076,0.6843,0.7487,0.74848,22,26
"20786",1079,1357,0.97747,0.8526,0.62004,0.66601,22,26
"20787",1079,1507,0.87757,0.95288,0.78581,0.95071,22,28
"20788",1079,1571,0.65687,0,0.62663,0,22,28
"20789",1079,1707,0,0.6634,0.53727,0,22,30
"20790",1079,1781,0.91463,0.86468,0.86376,0.89232,22,31
"20791",1079,1838,0.77881,0.82973,0.96898,0.73262,22,31
"20792",1079,1873,0,0.79568,0.72767,0.79795,22,31
"20793",1079,1900,0.97984,0.72193,0.59218,0.92075,22,32
"20794",1080,1082,0.66375,0.84454,0.87842,0.8119,22,22
"20795",1080,1090,0,0,0,0.50979,22,22
"20796",1080,1091,0.77874,0.64332,0.97252,0.89842,22,22
"20797",1080,1092,0.88019,0.70988,0.5796,0.93407,22,22
"20798",1080,1093,0,0.85874,0.8273,0,22,22
"20799",1080,1094,0.96351,0.96039,0.9028,0.92791,22,22
"20800",1080,1095,0.94633,0.90579,0.92202,0.90237,22,22
"20801",1080,1104,0.94683,0.75409,0.91555,0.64777,22,22
"20802",1080,1105,0.57816,0,0.78667,0.56002,22,22
"20803",1080,1210,0.67307,0.70703,0.75342,0.77627,22,24
"20804",1080,1229,0.65265,0.77075,0.74979,0.74794,22,24
"20805",1080,1268,0.73828,0.62609,0.89992,0.9697,22,25
"20806",1080,1389,0.95508,0.9794,0.88106,0.98268,22,26
"20807",1080,1657,0.52953,0.62963,0.90412,0.9138,22,29
"20808",1080,1680,0,0.77697,0.87167,0.70712,22,30
"20809",1080,1823,0.55251,0.67878,0.92549,0.74006,22,31
"20810",1080,1918,0.76357,0.83872,0.8234,0.90621,22,32
"20811",1081,1083,0.73981,0.81184,0.78894,0.87966,22,22
"20812",1081,1084,0.91316,0.80119,0.73415,0.77069,22,22
"20813",1081,1085,0.90244,0.87393,0.93062,0.90685,22,22
"20814",1081,1086,0.92567,0.82812,0.81943,0.73983,22,22
"20815",1081,1087,0.95171,0.87998,0.96628,0.95029,22,22
"20816",1081,1088,0.77382,0.72532,0.59377,0.70033,22,22
"20817",1081,1092,0.83116,0.64243,0.84621,0,22,22
"20818",1081,1095,0.86911,0.81443,0.76667,0,22,22
"20819",1081,1096,0.78885,0.77946,0.81492,0.74034,22,22
"20820",1081,1233,0.92708,0.9384,0.92333,0.75254,22,24
"20821",1081,1641,0,0,0.58669,0.5924,22,29
"20822",1081,1876,0.71684,0.68883,0.63111,0,22,31
"20823",1081,1881,0.82546,0.70767,0.78657,0.77094,22,31
"20824",1082,1083,0.932,0.89143,0.93306,0.83374,22,22
"20825",1082,1085,0.92803,0.9073,0.55431,0.75388,22,22
"20826",1082,1086,0.71144,0.83377,0.9272,0.87029,22,22
"20827",1082,1090,0,0,0.54426,0,22,22
"20828",1082,1092,0.68438,0.50609,0.60559,0.52931,22,22
"20829",1082,1097,0.67575,0.73466,0.90383,0.91111,22,22
"20830",1082,1098,0.92007,0.86764,0.86876,0.67163,22,22
"20831",1082,1099,0.73439,0,0.53431,0,22,22
"20832",1082,1100,0.7332,0.96509,0.85786,0.81818,22,22
"20833",1082,1101,0.80675,0.88717,0.80387,0.73998,22,22
"20834",1082,1104,0.8066,0.52033,0.73535,0.93373,22,22
"20835",1082,1107,0.66027,0.61268,0.883,0.79574,22,22
"20836",1082,1209,0.50523,0.80813,0.67627,0,22,24
"20837",1082,1307,0.86267,0.86647,0.58133,0.77912,22,25
"20838",1082,1387,0.56594,0,0.83391,0.52781,22,26
"20839",1082,1392,0.59392,0.82933,0,0.7456,22,26
"20840",1083,1084,0.74205,0.51209,0,0.54806,22,22
"20841",1083,1085,0.99157,0.95358,0.97988,0.99113,22,22
"20842",1083,1087,0.57221,0,0,0,22,22
"20843",1083,1090,0.8717,0.84378,0.93033,0.79485,22,22
"20844",1083,1091,0,0.51973,0,0.55352,22,22
"20845",1083,1092,0.97109,0.94715,0.97666,0.97548,22,22
"20846",1083,1094,0,0.66611,0.70332,0,22,22
"20847",1083,1101,0.93528,0.90492,0.80129,0.81169,22,22
"20848",1083,1104,0.94612,0.60519,0.52378,0.62525,22,22
"20849",1083,1107,0.87683,0.65832,0.85913,0.94738,22,22
"20850",1083,1163,0.95644,0.89972,0.84926,0.96191,22,23
"20851",1083,1239,0.51404,0,0.55191,0.93284,22,24
"20852",1083,1343,0.81189,0.7243,0.86993,0.76975,22,26
"20853",1083,1741,0.96089,0.98005,0.90456,0.93543,22,30
"20854",1084,1087,0,0,0,0,22,22
"20855",1084,1089,0.5573,0,0.64524,0.6885,22,22
"20856",1084,1090,0.87311,0.93981,0.92346,0.88289,22,22
"20857",1084,1094,0.94592,0.90355,0.97544,0.92723,22,22
"20858",1084,1096,0,0,0.75688,0.80063,22,22
"20859",1084,1097,0.53374,0.90061,0.65271,0.81623,22,22
"20860",1084,1098,0.97166,0.98705,0.88295,0.93369,22,22
"20861",1084,1101,0.88247,0.82829,0.90502,0.82123,22,22
"20862",1084,1104,0.79698,0,0.64825,0.7837,22,22
"20863",1084,1105,0.84274,0.70887,0.78114,0.6817,22,22
"20864",1084,1107,0.69817,0.71027,0.96758,0.56776,22,22
"20865",1084,1270,0.78313,0.73651,0.82548,0.5926,22,25
"20866",1084,1801,0.94489,0.89182,0.93644,0.93374,22,31
"20867",1084,1842,0,0.84481,0.58634,0,22,31
"20868",1084,1882,0.89654,0.93012,0.93305,0.57705,22,31
"20869",1085,1086,0,0.9198,0.77276,0.86582,22,22
"20870",1085,1088,0.89928,0.78868,0.9152,0.86928,22,22
"20871",1085,1091,0.68239,0.64299,0.55742,0.55469,22,22
"20872",1085,1092,0.66712,0.73838,0.85387,0.69759,22,22
"20873",1085,1094,0.9544,0.83164,0.93343,0.74441,22,22
"20874",1085,1095,0.90787,0.58674,0.76708,0.85964,22,22
"20875",1085,1097,0.78623,0.58796,0.89405,0.80357,22,22
"20876",1085,1100,0.81486,0.86411,0.51171,0.71924,22,22
"20877",1085,1101,0.59549,0.83304,0.69797,0.7917,22,22
"20878",1085,1103,0,0,0,0.74149,22,22
"20879",1085,1104,0.91744,0.8938,0.70256,0.81446,22,22
"20880",1085,1106,0.9363,0.8328,0.97314,0.94805,22,22
"20881",1085,1486,0.86519,0.9551,0.50556,0.95385,22,27
"20882",1085,1548,0.91299,0.77153,0.7755,0.96769,22,28
"20883",1085,1777,0.82052,0.73584,0.85236,0.53943,22,30
"20884",1085,1899,0.58255,0.50259,0.71286,0.77197,22,32
"20885",1085,1986,0.91572,0.92702,0.96388,0.9166,22,32
"20886",1086,1087,0,0,0,0.65467,22,22
"20887",1086,1090,0.6307,0.74839,0.62058,0.66669,22,22
"20888",1086,1092,0.91382,0.90898,0.95719,0.64226,22,22
"20889",1086,1095,0.91218,0.96404,0.68845,0.9637,22,22
"20890",1086,1101,0.8827,0.82349,0.68434,0.92624,22,22
"20891",1086,1106,0.96431,0.95856,0.95206,0.8885,22,22
"20892",1086,1339,0.82229,0.58932,0.81261,0.88195,22,26
"20893",1086,1350,0.93882,0.92751,0.73531,0.9251,22,26
"20894",1086,1553,0.6971,0,0,0.61074,22,28
"20895",1086,1653,0.93027,0.9298,0.95233,0.74878,22,29
"20896",1086,1825,0.89611,0.75606,0.83815,0.95191,22,31
"20897",1086,1840,0.94728,0.77955,0.87926,0.84304,22,31
"20898",1086,1866,0.94382,0.82464,0.92014,0.89266,22,31
"20899",1087,1089,0.80612,0,0.7486,0.81216,22,22
"20900",1087,1090,0.89062,0.90069,0.88124,0.92077,22,22
"20901",1087,1097,0.82284,0.84814,0.89304,0.88352,22,22
"20902",1087,1099,0.76033,0.87528,0.53983,0.87785,22,22
"20903",1087,1103,0.87126,0.72754,0.77392,0.6818,22,22
"20904",1087,1104,0.89857,0.90599,0.94874,0.89437,22,22
"20905",1087,1107,0.90517,0.93927,0.9705,0.95582,22,22
"20906",1087,1361,0,0.74392,0.51007,0.87234,22,26
"20907",1087,1439,0.73091,0.65426,0.96075,0,22,27
"20908",1087,1485,0.5994,0.75159,0.63373,0.50066,22,27
"20909",1087,1666,0.51775,0.75066,0.50812,0.77596,22,29
"20910",1087,1791,0.66187,0.87908,0.85811,0.57797,22,31
"20911",1088,1089,0.86395,0.91761,0.78463,0,22,22
"20912",1088,1090,0.65668,0.55089,0.7523,0.83324,22,22
"20913",1088,1097,0,0,0.69315,0.59244,22,22
"20914",1088,1098,0.86603,0.82138,0.88308,0.76482,22,22
"20915",1088,1104,0,0.89223,0.61693,0.92025,22,22
"20916",1088,1105,0.80464,0.91309,0.68025,0.84247,22,22
"20917",1088,1206,0.84412,0.62204,0.75005,0.91242,22,24
"20918",1088,1351,0.86995,0.97643,0.80927,0.90558,22,26
"20919",1088,1531,0.77998,0.65133,0.81963,0.69991,22,28
"20920",1088,1578,0.90897,0.89979,0.8564,0.94348,22,28
"20921",1088,1810,0.76199,0.78459,0.8268,0.83017,22,31
"20922",1089,1095,0,0.86289,0.86438,0.74073,22,22
"20923",1089,1096,0.94276,0.94929,0.97081,0.92579,22,22
"20924",1089,1098,0,0.70075,0.85465,0,22,22
"20925",1089,1099,0.9812,0.9554,0.95509,0.85094,22,22
"20926",1089,1101,0.93173,0.99065,0.94958,0.88744,22,22
"20927",1089,1104,0.88319,0.98534,0.90359,0.9122,22,22
"20928",1089,1107,0.95388,0.85288,0.84432,0.96112,22,22
"20929",1089,1516,0.80665,0.90636,0.78781,0.8371,22,28
"20930",1089,1613,0.97186,0.9011,0.90848,0.96105,22,29
"20931",1089,1717,0.72672,0.79942,0.93563,0.90526,22,30
"20932",1089,1784,0.77429,0.90664,0.67186,0.92606,22,31
"20933",1090,1093,0.93832,0.70094,0.87779,0.56807,22,22
"20934",1090,1097,0,0.85327,0,0.52962,22,22
"20935",1090,1104,0.75923,0.68718,0.55662,0,22,22
"20936",1090,1105,0.69733,0.50808,0.6315,0.76902,22,22
"20937",1090,1107,0.75737,0.52636,0.74869,0.79499,22,22
"20938",1090,1203,0.77866,0.74876,0.91264,0.77955,22,24
"20939",1090,1649,0.94035,0.56114,0.91494,0.94163,22,29
"20940",1091,1097,0.85718,0.95608,0.89398,0.84435,22,22
"20941",1091,1098,0.84371,0.93328,0.97834,0.88279,22,22
"20942",1091,1105,0.85898,0.73706,0.76944,0,22,22
"20943",1091,1106,0.88082,0.9048,0.67946,0.83719,22,22
"20944",1091,1107,0.61795,0.93963,0.94098,0.84919,22,22
"20945",1091,1172,0.54285,0.56481,0,0.88791,22,23
"20946",1091,1212,0.80346,0,0.90635,0.90555,22,24
"20947",1091,1241,0.60578,0.78463,0.75511,0.7963,22,24
"20948",1091,1324,0.68771,0.87307,0.8056,0.71378,22,26
"20949",1091,1556,0.7982,0.92961,0.78843,0.89266,22,28
"20950",1091,1568,0.51364,0.79199,0.83193,0.7737,22,28
"20951",1091,1595,0.91885,0.97909,0.91512,0.64201,22,29
"20952",1091,1601,0.80423,0.74964,0.81917,0.8159,22,29
"20953",1091,1791,0.92714,0.94706,0.96662,0.80704,22,31
"20954",1091,1841,0,0.70996,0,0,22,31
"20955",1092,1096,0.95069,0.64685,0.5295,0.6677,22,22
"20956",1092,1101,0.94765,0.80326,0.94756,0.81323,22,22
"20957",1092,1104,0.98734,0.96005,0.97601,0.9466,22,22
"20958",1092,1106,0.92889,0.89516,0.94882,0.73804,22,22
"20959",1092,1117,0.83472,0.67671,0.71705,0.6929,22,23
"20960",1092,1205,0.88773,0.80915,0.88243,0.79204,22,24
"20961",1092,1296,0.53231,0.80529,0.83538,0.67602,22,25
"20962",1092,1358,0.82132,0.90647,0.85678,0.94952,22,26
"20963",1092,1455,0.91743,0.51542,0.82567,0.67745,22,27
"20964",1092,1677,0.54389,0.70142,0,0.93378,22,29
"20965",1092,1912,0.64505,0.73962,0.58569,0.92688,22,32
"20966",1093,1096,0.67015,0.82391,0.57615,0.8995,22,22
"20967",1093,1097,0.83356,0.7801,0.76603,0.72281,22,22
"20968",1093,1100,0,0.56393,0.8111,0.53519,22,22
"20969",1093,1101,0.61868,0.82983,0.73337,0.89567,22,22
"20970",1093,1102,0,0.53596,0.6392,0.80461,22,22
"20971",1093,1107,0.92238,0.8096,0.84195,0.84025,22,22
"20972",1093,1240,0.95011,0.66484,0.84506,0.71457,22,24
"20973",1093,1621,0.54439,0,0,0.78779,22,29
"20974",1093,1855,0.73602,0.93807,0.82087,0.95493,22,31
"20975",1094,1095,0.86509,0.94225,0.91729,0.91339,22,22
"20976",1094,1096,0.72944,0.91543,0.889,0.77256,22,22
"20977",1094,1098,0.7337,0.85259,0.87269,0.93007,22,22
"20978",1094,1102,0.7778,0,0,0.75941,22,22
"20979",1094,1104,0,0,0.54127,0.64962,22,22
"20980",1094,1105,0.94795,0.62639,0,0.81321,22,22
"20981",1094,1107,0.85021,0.90004,0.94465,0.91933,22,22
"20982",1094,1313,0.68541,0.80874,0.59644,0.70755,22,25
"20983",1094,1322,0.83208,0.87451,0.82216,0.95439,22,25
"20984",1094,1626,0.87773,0.82028,0.89544,0.88757,22,29
"20985",1094,1828,0.73968,0.77611,0.83478,0.86072,22,31
"20986",1094,1831,0.77055,0.91599,0.83056,0.9502,22,31
"20987",1094,1956,0.81601,0.59311,0.54328,0.86397,22,32
"20988",1095,1099,0.87592,0.95351,0.96847,0.92073,22,22
"20989",1095,1101,0.69084,0.92697,0.878,0.8269,22,22
"20990",1095,1102,0.80384,0.88739,0.7076,0.82989,22,22
"20991",1095,1106,0.77301,0.83142,0.52196,0.83675,22,22
"20992",1095,1107,0.88368,0,0.71058,0.85118,22,22
"20993",1095,1377,0.71984,0.5112,0.66219,0.8474,22,26
"20994",1095,1599,0.70092,0.89735,0.9749,0.60108,22,29
"20995",1095,1791,0.74847,0.87952,0.81414,0.76801,22,31
"20996",1096,1098,0.93282,0.96328,0.96149,0.88987,22,22
"20997",1096,1100,0,0,0.64426,0.79491,22,22
"20998",1096,1101,0.62805,0.65007,0.57265,0.8841,22,22
"20999",1096,1102,0.59229,0.76814,0.87427,0.73814,22,22
"21000",1096,1103,0.89927,0.96736,0.95822,0.95365,22,22
"21001",1096,1105,0.83153,0.6621,0,0.64013,22,22
"21002",1096,1106,0.71142,0.7392,0.80673,0.73401,22,22
"21003",1096,1107,0.78317,0.83486,0.79924,0.80089,22,22
"21004",1096,1185,0.811,0.50455,0,0.73671,22,24
"21005",1096,1343,0.85878,0.89441,0.90919,0.87708,22,26
"21006",1096,1347,0.66745,0.86157,0.97721,0.79653,22,26
"21007",1096,1428,0.66236,0.58708,0.61064,0,22,27
"21008",1096,1503,0,0.70652,0.55982,0.66,22,28
"21009",1096,1751,0.7975,0.63843,0.68975,0,22,30
"21010",1096,1866,0.8902,0.76949,0.70779,0.84598,22,31
"21011",1096,1872,0.5955,0.68622,0.50585,0,22,31
"21012",1097,1100,0,0,0.67741,0,22,22
"21013",1097,1101,0.93222,0.83021,0.84174,0.98112,22,22
"21014",1097,1103,0.8542,0.90023,0.93662,0.79286,22,22
"21015",1097,1106,0.76892,0.90357,0.88321,0.92822,22,22
"21016",1097,1324,0.86139,0.78517,0.83105,0.76423,22,26
"21017",1097,1357,0.96705,0.8259,0.95921,0.94644,22,26
"21018",1097,1412,0.61857,0.77314,0.80911,0.66794,22,27
"21019",1097,1439,0.99027,0.93142,0.87355,0.90328,22,27
"21020",1097,1475,0.77407,0.71191,0.74937,0.87179,22,27
"21021",1097,1642,0.89571,0,0.79758,0.75888,22,29
"21022",1097,1797,0.61199,0,0.58693,0.54728,22,31
"21023",1097,1849,0.86698,0.80203,0,0.60222,22,31
"21024",1097,1892,0.65546,0.72001,0.76155,0.92166,22,32
"21025",1098,1099,0.90415,0.84028,0.7768,0.58579,22,22
"21026",1098,1100,0.89662,0.77625,0.82636,0.9575,22,22
"21027",1098,1101,0.97567,0.88427,0.84368,0.84477,22,22
"21028",1098,1106,0.88492,0.90767,0.93345,0.8976,22,22
"21029",1098,1138,0.71543,0.61668,0.89904,0.93258,22,23
"21030",1098,1220,0.85747,0.92508,0.94331,0.93315,22,24
"21031",1098,1424,0.93749,0.95805,0.9213,0.94284,22,27
"21032",1098,1432,0.85082,0.8867,0.9115,0.89347,22,27
"21033",1098,1529,0.87898,0,0.60946,0.72954,22,28
"21034",1098,1549,0.93639,0.75784,0.93012,0.87347,22,28
"21035",1098,1553,0.9793,0.74798,0.92279,0.84145,22,28
"21036",1098,1600,0.85838,0.67521,0.79568,0.90361,22,29
"21037",1098,1687,0.86626,0.64104,0,0.73677,22,30
"21038",1098,1953,0,0,0.65991,0.77743,22,32
"21039",1098,1954,0.89444,0.8228,0.91626,0.76558,22,32
"21040",1099,1100,0.81857,0.76517,0.68951,0.61103,22,22
"21041",1099,1103,0.83864,0.78831,0.60739,0.85724,22,22
"21042",1099,1106,0.88187,0.75442,0.74779,0.58722,22,22
"21043",1099,1107,0.68681,0.56264,0.77046,0.66813,22,22
"21044",1099,1411,0,0.55275,0.58963,0.66596,22,27
